subset_id,subset_size,subset_clients,node_count_std,node_count_range,density_std,density_range,in_degree_jsd_mean,out_degree_jsd_mean,motif_profile_jsd_mean,label_prev_jsd_mean,labelset_size_jsd_mean,label_mixing_jsd_mean,generator_entropy,generator_entropy_norm,param_cv2_mean,param_avg_pairwise_zdist,param_cv2_n,param_cv2_d,param_cv2_r
s5_009,5,1|5|11|14|15,244.94897427831782,500.0,0.0004891728454910989,0.0010056714486334235,0.013177921796597167,0.01450296402401216,0.08198455745473061,0.024387068257268694,0.04057191874676107,0.04229860915355626,1.0549201679864768,0.9602297178610639,0.022848881601456244,2.6323371817497287,0.03550295857988166,0.007653061224489555,0.025390624999997512
s5_010,5,1|2|3|4|8,374.16573867739413,1000.0,0.00045208471353169554,0.001001834472940273,0.023582529295634598,0.023785448180352064,0.06209046714241884,0.037272331485881015,0.04778591266584717,0.06096702677053158,1.0549201679864768,0.9602297178610639,0.03031976966635963,2.5914469343705617,0.0546875,0.012396694214875395,0.0238751147842035
s5_011,5,4|5|9|10|15,374.16573867739413,1000.0,0.00039947712448006175,0.0010008339726901478,0.01673944949917814,0.016316325970854147,0.05236606078444518,0.026027980743111245,0.05208970113269046,0.042423254126835105,0.6730116670093538,0.9709505944548091,0.031216888730778932,2.6613738848997306,0.0546875,0.03550295857988034,0.003460207612456448
s5_012,5,2|9|10|11|14,400.0,1000.0,0.0006459421523459438,0.0015045037533781905,0.019472795449747178,0.01995008327924888,0.07361281148548815,0.027722333872285156,0.03515401818524704,0.04523315272752136,0.9502705392342892,0.864973520718887,0.04586894586894479,2.631581369091599,0.09467455621301775,0.020710059171596865,0.022222222222219753
s5_013,5,6|9|10|11|14,489.89794855663564,1000.0,0.0007997422371673016,0.0020035032531280656,0.023305029486522428,0.02465290851709525,0.04796736809845918,0.010152449924896847,0.03581822021138097,0.017836934003873144,0.500402423539186,0.7219280948888023,0.059441364792012986,2.6303454104836854,0.12244897959183673,0.031999999999998724,0.0238751147842035
s5_014,5,0|2|3|9|11,200.0,500.0,0.0005572765578354609,0.001335224483990328,0.024423400292871524,0.02698990854507618,0.058319547721079355,0.03095072370339643,0.048464738128513644,0.047179622326755974,0.9502705392342892,0.864973520718887,0.02723490007632154,2.6262926809869906,0.03305785123966942,0.031999999999998724,0.016646848989296473
s5_015,5,2|3|10|13|15,374.16573867739413,1000.0,0.00021070054176433223,0.0005028349731903978,0.020799153858064343,0.022084951687435104,0.043558118581753666,0.03163854731639774,0.07492404148174012,0.04732363570471772,0.6730116670093538,0.9709505944548091,0.041883597883596635,2.566938554378051,0.07142857142857142,0.031999999999998724,0.022222222222219753
s5_016,5,0|6|9|11|13,400.0,1000.0,0.0007480694462046177,0.0020035032531280656,0.02612301603938639,0.02869159433850264,0.03720086828781929,0.01087085911393507,0.04171514802951445,0.01611386983403353,0.500402423539186,0.7219280948888023,0.06271919682429385,2.572007247482305,0.1111111111111111,0.04166666666666486,0.035379812695105574
s5_017,5,0|10|11|12|13,400.0,1000.0,0.0007148066253912623,0.0016705591515464764,0.02378829324089744,0.026460770153646413,0.0456540681915941,0.010109048740943427,0.037073815723791106,0.0166227094572066,0.500402423539186,0.7219280948888023,0.0444230930006797,2.601323128653854,0.09467455621301775,0.021947873799724897,0.016646848989296473
s5_018,5,1|4|5|7|11,374.16573867739413,1000.0,0.0007463359289259487,0.0019944942441190564,0.020552795306099342,0.02094119889485697,0.08143968551258343,0.029116382757369073,0.030601235995260066,0.049264285947038085,0.9502705392342892,0.864973520718887,0.034936441292492224,2.5707336731089043,0.0546875,0.020710059171596865,0.02941176470587981
s5_019,5,5|7|8|13|14,447.21359549995793,1000.0,0.0007492608427123324,0.0020035032531280656,0.026019715079005523,0.02545094047837796,0.0445588557144486,0.012189509395644869,0.0388754852742163,0.019744168851216375,0.500402423539186,0.7219280948888023,0.04619502314814697,2.6458826860274427,0.08888888888888889,0.0243055555555545,0.025390624999997512
s5_020,5,0|5|7|14|15,374.16573867739413,1000.0,0.0007498489988997896,0.0020035032531280656,0.026092719854413093,0.02717011344825519,0.06370228681564631,0.02781060427685299,0.07274060598778798,0.04319073040062036,1.0549201679864768,0.9602297178610639,0.03125800366060053,2.5722991596753664,0.07142857142857142,0.007653061224489555,0.014692378328740615
s5_021,5,0|6|7|9|13,489.89794855663564,1000.0,0.0007492960882529413,0.0020035032531280656,0.02526287372468005,0.027248809761031063,0.024798550901554944,0.012896733536769173,0.029423313983060057,0.017752668378175445,0.500402423539186,0.7219280948888023,0.06070216366319552,2.640462901352919,0.12244897959183673,0.03024574669187003,0.02941176470587981
s5_022,5,1|6|8|10|11,400.0,1000.0,0.0007466212203121023,0.0019944942441190564,0.02401335845556454,0.024471422018183454,0.04862101331685319,0.015472533626572796,0.044261505059040085,0.02741161875924778,0.500402423539186,0.7219280948888023,0.037284372572557345,2.5515976606155615,0.05536332179930796,0.031999999999998724,0.024489795918365347
s5_023,5,0|4|6|10|13,489.89794855663564,1000.0,0.0007492960210221206,0.0020035032531280656,0.024925948482225863,0.026853749121375427,0.06768957894948668,0.028709960046229034,0.034378279244406264,0.04444726153514226,0.9502705392342892,0.864973520718887,0.05309726048362279,2.625532491103219,0.09375,0.04166666666666486,0.0238751147842035
s5_024,5,0|3|10|11|14,400.0,1000.0,0.0006332553067007736,0.0015045037533781905,0.02533899916818013,0.02821802165768288,0.0779284330870714,0.012659635838050387,0.01959533059811718,0.02121589784411827,0.6730116670093538,0.9709505944548091,0.04805669867398196,2.56282034152423,0.1111111111111111,0.021947873799724894,0.011111111111109876
s5_025,5,0|8|9|10|13,489.89794855663564,1000.0,0.0006645185611375215,0.0020035032531280656,0.026420503972661852,0.027888716388302176,0.040314056097894437,0.010622311446558175,0.03082586340282299,0.016077199911091335,0.500402423539186,0.7219280948888023,0.059913548752833355,2.684200110772724,0.12244897959183673,0.04166666666666486,0.015624999999998472
s5_026,5,1|3|9|10|15,374.16573867739413,1000.0,0.00020047229647646164,0.0005028349731903978,0.027885656630791324,0.029700001450968943,0.050436056280133104,0.02965642044052718,0.06649307276578183,0.04595392842007601,0.9502705392342892,0.864973520718887,0.03719727891156398,2.61335032755646,0.07142857142857142,0.031999999999998724,0.008163265306121784
s5_027,5,4|6|11|13|14,489.89794855663564,1000.0,0.0008937604357574289,0.0020035032531280656,0.023678064153648835,0.02484759577446926,0.06858512784087734,0.030138796688990416,0.0409664668573408,0.048179164665158605,0.9502705392342892,0.864973520718887,0.06269151299293745,2.560836800432392,0.12244897959183673,0.03024574669187003,0.035379812695105574
s5_028,5,1|5|6|7|10,244.94897427831782,500.0,0.0004471409148732152,0.001001834472940273,0.023528593356646293,0.024255853181252143,0.049385713628998684,0.015381721339025484,0.03781820442620067,0.026697766024170483,0.500402423539186,0.7219280948888023,0.016971980242942972,2.6250823542954893,0.018518518518518517,0.020710059171596865,0.011687363038713533
s5_029,5,0|1|2|4|7,374.16573867739413,1000.0,0.0007434693131647256,0.0020035032531280656,0.02477574207342831,0.02583290676098019,0.047287731871190654,0.029972424822921562,0.04498780352941926,0.05043126401091578,1.0549201679864768,0.9602297178610639,0.03336642156862639,2.6240083687894336,0.0546875,0.015999999999999362,0.02941176470587981
